,value,anomaly_score,timestamp,label
53,"[4308.21 4007.18 4268.21 4126.15 4344.62 4595.38 4102.05 4622.56 4205.13
 4221.54 4205.13 4271.79 4614.36 4374.87]",0.5,2023-09-08 22:07:33.000000,0
54,"[4315.9  4021.03 4277.95 4134.36 4346.15 4591.28 4095.9  4620.   4208.72
 4235.38 4212.31 4280.51 4625.64 4391.79]",0.5,2023-09-08 22:07:34.000000,0
55,"[4329.23 4026.15 4281.03 4141.03 4336.92 4585.64 4085.64 4613.33 4203.59
 4233.85 4213.33 4281.54 4630.77 4387.18]",0.5,2023-09-08 22:07:35.000000,0
56,"[4335.9  4024.62 4281.03 4144.1  4336.41 4591.28 4088.72 4616.41 4202.05
 4233.33 4211.79 4274.87 4631.28 4385.64]",0.5,2023-09-08 22:07:36.000000,0
57,"[4324.62 4018.97 4276.41 4135.9  4341.54 4600.51 4099.49 4626.15 4211.28
 4242.05 4216.41 4276.92 4632.82 4388.72]",0.5,2023-09-08 22:07:37.000000,0
58,"[4314.87 4011.28 4268.72 4122.56 4334.36 4602.05 4100.51 4632.31 4222.56
 4243.08 4221.03 4283.59 4630.26 4381.03]",0.5,2023-09-08 22:07:38.000000,0
59,"[4312.82 4005.64 4266.15 4124.62 4333.33 4601.03 4100.51 4632.31 4218.46
 4240.   4216.41 4278.46 4622.05 4374.87]",0.5,2023-09-08 22:07:39.000000,0
60,"[4312.31 4009.23 4270.26 4134.36 4344.1  4600.51 4099.49 4629.23 4209.23
 4240.51 4213.33 4276.41 4621.54 4380.  ]",0.5,2023-09-08 22:07:40.000000,0
61,"[4312.82 4010.26 4268.72 4129.74 4344.62 4602.05 4095.9  4629.74 4214.36
 4236.41 4214.87 4282.05 4624.1  4375.9 ]",0.5,2023-09-08 22:07:41.000000,0
62,"[4308.21 4003.59 4264.62 4121.54 4333.85 4601.03 4094.87 4631.79 4215.38
 4228.72 4208.21 4278.97 4612.82 4363.08]",0.5,2023-09-08 22:07:42.000000,0
63,"[4299.49 4002.56 4265.64 4123.08 4332.31 4592.31 4088.21 4619.49 4193.33
 4221.03 4197.95 4268.72 4602.56 4358.46]",0.5,2023-09-08 22:07:43.000000,0
64,"[4296.41 4004.1  4263.59 4122.05 4342.05 4590.77 4082.05 4606.15 4176.92
 4211.28 4194.36 4267.18 4602.05 4360.51]",0.5,2023-09-08 22:07:44.000000,0
65,"[4303.59 4003.59 4261.03 4126.15 4346.67 4598.97 4087.69 4612.82 4192.82
 4208.72 4198.46 4274.36 4601.03 4358.46]",0.5,2023-09-08 22:07:45.000000,0
66,"[4313.33 4008.21 4268.72 4136.92 4342.56 4595.38 4091.28 4623.08 4207.69
 4222.05 4206.15 4283.08 4607.69 4362.56]",0.5,2023-09-08 22:07:46.000000,0
67,"[4316.41 4014.36 4278.97 4139.49 4337.95 4583.59 4085.64 4614.87 4198.46
 4234.87 4212.31 4285.64 4620.   4378.46]",0.5,2023-09-08 22:07:47.000000,0
68,"[4320.   4017.44 4284.1  4137.95 4337.44 4586.15 4086.67 4612.31 4198.97
 4242.56 4217.95 4284.62 4626.67 4389.74]",0.5,2023-09-08 22:07:48.000000,0
69,"[4328.21 4021.03 4283.08 4141.03 4332.82 4599.49 4100.   4630.26 4217.95
 4248.21 4226.67 4291.79 4632.82 4388.72]",0.5,2023-09-08 22:07:49.000000,0
70,"[4325.13 4019.49 4281.54 4136.41 4327.69 4606.15 4109.74 4638.46 4218.97
 4242.56 4228.21 4300.   4636.41 4383.59]",0.5,2023-09-08 22:07:50.000000,0
71,"[4312.82 4010.26 4282.05 4129.74 4331.28 4606.67 4108.72 4628.72 4212.31
 4233.85 4221.54 4300.   4629.74 4380.  ]",0.5,2023-09-08 22:07:51.000000,0
72,"[4309.74 4005.64 4278.46 4133.33 4335.38 4606.15 4105.13 4628.21 4216.92
 4237.44 4214.87 4291.28 4620.51 4372.82]",0.5,2023-09-08 22:07:52.000000,0
73,"[4307.18 4005.13 4269.23 4130.26 4334.36 4607.18 4103.08 4629.23 4211.28
 4233.85 4205.64 4278.46 4612.31 4360.  ]",0.5,2023-09-08 22:07:53.000000,0
74,"[4300.   4000.51 4260.   4121.54 4333.85 4602.05 4095.38 4612.82 4189.23
 4222.05 4196.92 4269.74 4606.15 4349.74]",0.5,2023-09-08 22:07:54.000000,0
75,"[4299.49 3996.92 4253.85 4125.64 4337.95 4590.26 4086.15 4598.46 4179.49
 4225.64 4195.38 4266.15 4607.18 4352.82]",0.5,2023-09-08 22:07:55.000000,0
76,"[4292.82 4000.   4249.74 4130.26 4340.51 4588.21 4082.56 4596.92 4183.08
 4230.26 4195.9  4263.08 4609.23 4356.41]",0.5,2023-09-08 22:07:56.000000,0
77,"[4281.54 4001.54 4245.64 4120.   4334.87 4595.9  4080.51 4592.82 4178.46
 4214.87 4191.79 4257.95 4605.64 4347.69]",0.5,2023-09-08 22:07:57.000000,0
78,"[4288.21 4000.   4244.62 4118.97 4334.36 4600.51 4081.03 4597.95 4183.08
 4204.62 4188.21 4260.51 4603.08 4345.64]",0.5,2023-09-08 22:07:58.000000,0
79,"[4301.54 4005.64 4251.28 4134.87 4345.13 4606.15 4088.21 4617.95 4207.18
 4216.92 4192.31 4269.74 4603.59 4353.85]",0.5,2023-09-08 22:07:59.000000,0
80,"[4299.49 4013.85 4260.   4140.51 4349.74 4612.82 4091.79 4625.64 4214.87
 4231.79 4196.92 4271.28 4603.59 4355.9 ]",0.5,2023-09-08 22:08:00.000000,0
81,"[4295.38 4015.38 4262.56 4137.44 4347.18 4614.87 4090.26 4620.   4210.77
 4233.85 4196.92 4268.21 4605.64 4358.97]",0.5,2023-09-08 22:08:01.000000,0
82,"[4307.18 4016.41 4267.69 4138.46 4348.72 4615.9  4093.85 4625.13 4220.
 4233.85 4200.51 4275.38 4614.36 4365.13]",0.5,2023-09-08 22:08:02.000000,0
83,"[4318.97 4021.54 4277.44 4141.54 4348.72 4612.31 4099.49 4632.82 4224.1
 4244.1  4214.36 4288.72 4629.74 4371.28]",0.5,2023-09-08 22:08:03.000000,0
84,"[4317.44 4021.54 4281.54 4140.51 4347.69 4606.67 4095.38 4625.13 4206.67
 4252.82 4222.56 4294.36 4640.   4381.03]",0.5,2023-09-08 22:08:04.000000,0
85,"[4313.33 4011.28 4278.46 4136.41 4345.13 4608.72 4090.26 4611.79 4190.26
 4241.54 4214.87 4289.74 4632.82 4380.  ]",0.5,2023-09-08 22:08:05.000000,0
86,"[4314.87 4002.56 4271.79 4134.36 4335.38 4609.74 4093.85 4607.18 4189.74
 4222.05 4205.13 4282.56 4622.05 4367.18]",0.5,2023-09-08 22:08:06.000000,0
87,"[4314.36 4009.23 4271.28 4137.44 4334.87 4604.62 4097.95 4613.85 4201.54
 4224.62 4206.67 4283.59 4626.67 4370.26]",0.5,2023-09-08 22:08:07.000000,0
88,"[4312.31 4018.46 4277.44 4142.05 4346.15 4606.15 4096.92 4622.05 4213.85
 4240.   4217.44 4288.72 4636.41 4380.  ]",0.5,2023-09-08 22:08:08.000000,0
89,"[4311.79 4013.33 4279.49 4138.97 4346.15 4608.21 4094.87 4623.59 4213.85
 4243.59 4221.54 4290.77 4635.38 4373.33]",0.5,2023-09-08 22:08:09.000000,0
90,"[4306.15 4002.56 4277.44 4135.38 4339.49 4602.05 4094.36 4625.13 4208.72
 4237.44 4216.41 4288.72 4628.21 4366.15]",0.5,2023-09-08 22:08:10.000000,0
91,"[4301.54 4001.03 4274.36 4135.38 4341.03 4600.   4088.72 4628.72 4210.77
 4236.41 4209.74 4284.1  4623.08 4369.23]",0.5,2023-09-08 22:08:11.000000,0
92,"[4308.72 4009.74 4268.72 4136.92 4343.59 4608.21 4083.08 4625.64 4213.33
 4241.54 4210.26 4282.05 4624.62 4366.67]",0.5,2023-09-08 22:08:12.000000,0
93,"[4315.38 4021.54 4267.18 4140.51 4347.18 4613.33 4089.23 4621.03 4209.74
 4238.46 4213.85 4282.05 4625.13 4359.49]",0.5,2023-09-08 22:08:13.000000,0
94,"[4306.67 4016.92 4268.72 4142.05 4350.77 4609.23 4097.44 4620.51 4203.59
 4226.67 4206.15 4277.44 4616.41 4351.79]",0.5,2023-09-08 22:08:14.000000,0
95,"[4296.41 4003.59 4262.56 4136.92 4340.51 4605.13 4096.41 4619.49 4197.44
 4214.36 4193.33 4270.77 4607.18 4347.18]",0.5,2023-09-08 22:08:15.000000,0
96,"[4298.97 4006.15 4265.64 4131.79 4329.23 4604.62 4088.72 4612.82 4194.87
 4211.79 4196.92 4276.41 4613.85 4358.97]",0.5,2023-09-08 22:08:16.000000,0
97,"[4314.87 4018.97 4283.08 4142.05 4337.95 4600.   4084.1  4608.72 4201.54
 4226.67 4215.38 4293.33 4629.74 4377.95]",0.5,2023-09-08 22:08:17.000000,0
98,"[4323.08 4019.49 4289.74 4151.79 4345.13 4596.92 4083.08 4613.85 4211.28
 4244.62 4224.1  4300.51 4635.9  4378.97]",0.5,2023-09-08 22:08:18.000000,0
99,"[4309.74 4008.21 4281.03 4141.03 4334.36 4602.05 4084.62 4618.97 4212.82
 4242.05 4213.33 4289.74 4625.64 4363.59]",0.5,2023-09-08 22:08:19.000000,0
100,"[4296.41 4000.51 4274.87 4131.79 4331.79 4603.08 4086.67 4622.05 4209.23
 4228.72 4204.1  4280.   4614.36 4356.41]",0.5,2023-09-08 22:08:20.000000,0
101,"[4305.64 4003.08 4278.97 4140.   4346.15 4600.   4086.15 4623.59 4207.18
 4231.28 4207.18 4284.1  4617.95 4358.46]",0.5,2023-09-08 22:08:21.000000,0
102,"[4318.46 4005.13 4281.54 4143.08 4348.21 4605.64 4089.23 4624.1  4207.18
 4231.28 4211.79 4288.72 4623.08 4362.05]",0.5,2023-09-08 22:08:22.000000,0
103,"[4313.33 4001.54 4277.95 4136.92 4338.46 4609.74 4091.79 4631.28 4214.36
 4227.18 4211.79 4288.72 4624.62 4370.77]",0.5,2023-09-08 22:08:23.000000,0
104,"[4305.13 4004.1  4278.97 4137.44 4340.   4602.56 4087.69 4635.9  4220.
 4235.38 4218.46 4291.79 4630.77 4377.95]",0.5,2023-09-08 22:08:24.000000,0
105,"[4306.67 4008.21 4276.92 4142.05 4343.08 4602.05 4084.1  4631.79 4218.97
 4237.44 4225.13 4293.33 4631.79 4371.79]",0.5,2023-09-08 22:08:25.000000,0
106,"[4309.23 4004.62 4264.62 4136.92 4338.97 4608.72 4085.13 4629.23 4215.9
 4230.26 4217.95 4286.67 4622.56 4361.03]",0.5,2023-09-08 22:08:26.000000,0
107,"[4308.21 4002.05 4260.   4130.26 4345.13 4607.69 4082.05 4626.15 4208.21
 4231.28 4210.77 4278.46 4617.44 4362.56]",0.5,2023-09-08 22:08:27.000000,0
108,"[4304.62 4001.54 4260.   4127.69 4356.92 4604.62 4080.51 4616.92 4198.97
 4232.31 4211.79 4275.38 4622.05 4362.05]",0.5,2023-09-08 22:08:28.000000,0
109,"[4301.03 4002.05 4250.26 4123.08 4350.77 4606.67 4085.13 4614.87 4196.41
 4223.59 4210.26 4271.79 4621.54 4357.44]",0.5,2023-09-08 22:08:29.000000,0
110,"[4303.59 4005.64 4250.26 4124.62 4343.08 4607.18 4082.56 4620.51 4197.95
 4223.59 4208.21 4272.82 4616.41 4359.49]",0.5,2023-09-08 22:08:30.000000,0
111,"[4305.64 4007.69 4261.54 4134.36 4352.82 4606.15 4078.46 4624.1  4200.51
 4231.79 4212.82 4282.56 4615.9  4360.51]",0.5,2023-09-08 22:08:31.000000,0
112,"[4300.51 4003.08 4258.46 4131.28 4352.31 4606.15 4076.41 4624.1  4206.15
 4233.33 4212.31 4283.59 4614.36 4352.31]",0.5,2023-09-08 22:08:32.000000,0
113,"[4295.38 3997.44 4245.13 4118.97 4335.38 4602.56 4075.38 4620.   4204.1
 4225.64 4203.59 4270.77 4609.23 4345.64]",0.5,2023-09-08 22:08:33.000000,0
114,"[4298.46 3998.46 4244.1  4120.   4333.85 4600.   4076.41 4612.31 4193.33
 4220.   4202.56 4265.13 4607.69 4352.31]",0.5,2023-09-08 22:08:34.000000,0
115,"[4304.62 4004.1  4253.33 4125.13 4345.64 4601.54 4080.51 4610.77 4192.31
 4224.1  4208.72 4273.33 4611.28 4361.54]",0.5,2023-09-08 22:08:35.000000,0
116,"[4305.64 4002.05 4260.51 4120.51 4343.59 4603.59 4085.13 4618.46 4195.38
 4219.49 4209.74 4279.49 4611.79 4360.51]",0.5,2023-09-08 22:08:36.000000,0
117,"[4301.54 3998.97 4262.56 4118.97 4337.44 4603.59 4082.05 4619.49 4195.38
 4218.97 4211.28 4284.1  4614.87 4355.9 ]",0.5,2023-09-08 22:08:37.000000,0
118,"[4300.   4005.13 4262.05 4122.56 4341.03 4599.49 4078.46 4614.36 4202.05
 4235.38 4218.46 4289.23 4625.13 4362.05]",0.5,2023-09-08 22:08:38.000000,0
119,"[4304.62 4009.74 4263.59 4124.62 4349.23 4599.49 4084.62 4620.   4209.74
 4243.08 4223.08 4288.72 4628.21 4369.23]",0.5,2023-09-08 22:08:39.000000,0
120,"[4312.31 4005.13 4268.72 4123.59 4349.74 4606.67 4093.33 4629.23 4208.21
 4236.41 4223.59 4290.77 4627.18 4368.72]",0.5,2023-09-08 22:08:40.000000,0
121,"[4315.38 4003.08 4272.31 4123.08 4345.13 4611.79 4092.82 4629.74 4213.85
 4242.05 4225.13 4295.9  4632.82 4372.31]",0.5,2023-09-08 22:08:41.000000,0
122,"[4309.74 4005.13 4269.23 4121.54 4344.62 4607.18 4088.72 4628.72 4221.03
 4245.13 4224.1  4291.79 4632.31 4375.38]",0.5,2023-09-08 22:08:42.000000,0
123,"[4300.   4002.05 4261.03 4117.95 4345.64 4601.03 4087.18 4624.62 4209.23
 4231.79 4215.9  4283.08 4623.08 4367.69]",0.5,2023-09-08 22:08:43.000000,0
124,"[4300.   4001.54 4262.05 4121.03 4342.56 4600.51 4085.13 4618.97 4200.51
 4228.72 4209.23 4284.1  4616.92 4357.95]",0.5,2023-09-08 22:08:44.000000,0
125,"[4305.64 4007.18 4265.64 4126.15 4341.54 4603.08 4088.21 4620.   4202.05
 4231.79 4211.28 4286.15 4615.9  4356.41]",0.5,2023-09-08 22:08:45.000000,0
126,"[4297.95 4004.1  4255.38 4117.95 4337.95 4602.05 4089.74 4620.51 4197.95
 4220.51 4209.74 4278.97 4610.26 4354.36]",0.5,2023-09-08 22:08:46.000000,0
127,"[4287.18 3992.31 4245.13 4105.64 4328.72 4600.51 4087.18 4618.97 4201.03
 4214.87 4203.59 4272.31 4605.13 4353.33]",0.5,2023-09-08 22:08:47.000000,0
128,"[4288.21 3993.85 4246.67 4110.77 4332.82 4604.1  4086.67 4625.64 4212.31
 4228.72 4206.67 4277.44 4609.23 4358.97]",0.5,2023-09-08 22:08:48.000000,0
129,"[4295.38 4007.18 4250.26 4117.95 4345.13 4606.15 4085.13 4627.18 4208.21
 4237.44 4215.9  4284.62 4618.46 4365.13]",0.5,2023-09-08 22:08:49.000000,0
130,"[4302.56 4009.23 4252.31 4116.92 4342.05 4601.54 4078.97 4618.97 4198.46
 4230.77 4213.85 4284.62 4617.95 4364.1 ]",0.5,2023-09-08 22:08:50.000000,0
131,"[4304.1  4002.56 4261.03 4120.51 4334.36 4597.95 4074.87 4618.46 4202.56
 4225.64 4210.77 4284.62 4611.28 4360.51]",0.5,2023-09-08 22:08:51.000000,0
132,"[4302.56 4003.59 4265.64 4118.46 4342.05 4601.54 4079.49 4623.59 4207.69
 4224.62 4215.9  4288.72 4614.87 4364.1 ]",0.5,2023-09-08 22:08:52.000000,0
133,"[4303.59 4007.69 4256.92 4110.26 4343.08 4604.62 4084.62 4622.05 4206.67
 4228.72 4219.49 4289.23 4623.08 4367.18]",0.5,2023-09-08 22:08:53.000000,0
134,"[4299.49 4005.13 4250.77 4114.36 4330.26 4601.03 4084.1  4614.36 4199.49
 4231.28 4213.33 4288.21 4618.97 4360.51]",0.5,2023-09-08 22:08:54.000000,0
135,"[4288.21 3996.92 4249.74 4120.   4328.72 4597.44 4077.95 4607.18 4191.79
 4226.15 4204.1  4283.59 4606.15 4349.23]",0.5,2023-09-08 22:08:55.000000,0
136,"[4286.15 3991.79 4242.56 4110.26 4333.33 4596.41 4073.33 4605.64 4192.82
 4217.44 4200.51 4274.36 4601.54 4347.18]",0.5,2023-09-08 22:08:56.000000,0
137,"[4291.79 3991.28 4232.31 4102.05 4330.26 4597.95 4078.46 4613.33 4201.54
 4220.   4204.1  4272.82 4609.23 4355.9 ]",0.5,2023-09-08 22:08:57.000000,0
138,"[4289.23 3991.28 4230.77 4104.62 4326.67 4600.   4087.69 4629.74 4212.82
 4230.26 4209.23 4276.41 4615.38 4353.85]",0.5,2023-09-08 22:08:58.000000,0
139,"[4286.67 3989.74 4230.77 4101.03 4327.18 4602.05 4091.28 4640.   4218.46
 4236.41 4209.74 4273.33 4610.77 4344.1 ]",0.5,2023-09-08 22:08:59.000000,0
140,"[4293.85 3994.87 4229.23 4102.05 4328.72 4598.46 4083.59 4629.23 4212.31
 4235.38 4206.15 4273.85 4607.69 4348.72]",0.5,2023-09-08 22:09:00.000000,0
141,"[4297.95 4001.54 4235.9  4115.38 4332.31 4592.82 4073.33 4611.28 4196.92
 4228.72 4206.15 4279.49 4611.28 4357.44]",0.5,2023-09-08 22:09:01.000000,0
